sample_id,snp_0,snp_1,snp_2,snp_3,snp_4,snp_5,snp_6,snp_7,snp_8,snp_9,snp_10,snp_11,snp_12,snp_13,snp_14,snp_15,ancestry
P000,1.1079602041292684,1.6399243120391134,-0.8165751074555749,-1.146832082167441,-0.9402212089257169,-0.6348131639714567,-1.163473799792271,0.16205955906287475,0.7297156737837084,-1.5870983007982418,0.02512871121603335,-0.21993579526633558,0.3415086855368029,-0.012938768103588062,-1.4535992799316308,-1.2623892988571654,SAS
P001,1.5294235755849728,2.5287809197455093,-2.214187371043003,0.34572657980157995,1.1896220052876432,-0.1530258762062131,0.5502024960264408,-0.7030690808978022,-0.11936619927687682,-1.6209135183081516,-2.344343308418874,0.9427658012252752,-0.9849949277244419,-0.4555278450034305,-1.3864422532701932,-1.4099697030838758,SAS
P002,1.3261622999053837,0.7704228058643535,0.37797099799469847,0.4525384189795919,0.32084964632460716,0.2386007909284437,1.5777682049318862,-1.067593769044886,-0.05493486620291775,1.1326898205195888,1.2645398093380364,-1.4217636493445729,-0.3123554416558699,1.3581210958672605,0.5080791051990653,0.19526303147977275,SAS
P003,1.2823153065653432,1.1161990742922545,0.2882190630903242,-0.25237412498448336,-0.04257862104444418,0.07859870611503737,-0.6780715284934992,0.5321293738814383,2.9142446484154196,-1.7769866393260751,0.3240125241899799,-0.7601900886189056,0.57740257751925,0.04655747332786092,0.7618547740424635,1.1755065765087795,SAS
P004,1.6924211177681814,2.632052288414178,-2.3442978937886774,1.5904522979160232,0.3750621518923401,1.0778433557451819,-1.2198757448415216,-0.8307698816053357,0.14593829414477413,-0.017037889337463016,0.2830685880099896,1.0845151609299661,-1.7652203153028492,0.9738190717173091,0.008281909957927018,-0.20378186112454774,SAS
P005,0.028884765615109664,2.003048668376865,-2.414107851031037,0.6483940112387127,-1.492105835472992,0.053457912617474034,-0.11916883732792043,1.1695381472938837,-0.17865516901389017,-0.6941385611456656,-0.506602695971203,1.2728827687546636,0.5362969691808936,-0.3856299815231613,-0.23644641996451343,-1.567177090585447,SAS
P006,1.888474200851541,-0.2598157076954657,0.7517964658354561,0.12862159249126584,2.3869517995739225,-1.1001355537243058,-0.10266209104063294,1.7982877009230627,1.1913896402914144,-0.6962120515798997,0.22396742837344774,0.001999356415087233,0.2819558673941572,-0.6986804359848298,-0.08932040270073452,-1.5980523752767137,SAS
P007,1.6351234518680822,1.950020673421832,-0.227419412643884,-1.6150508905847878,0.9885318628514624,0.3645250379928023,-0.7260150977009768,-0.28060044683806395,-1.5006694027818388,-1.0254101277779044,-0.5378113463571395,1.2284208122801512,-0.6395033908874757,0.6402136593287587,-0.5383162028615798,0.24794756085187486,SAS
P008,1.3586044978561977,2.3730566000927436,-0.5348113382185579,-1.572528250002441,-1.3819490313636327,-0.5318774939427574,-1.2490599706780527,0.4102120156795513,-0.4657681648580778,2.3746065500264315,-1.737714595137132,0.20363317870980122,-1.127953023505669,-0.4934013403826786,0.14141947334054417,-2.325371374874287,SAS
P009,1.7368261167880275,3.4029074622741677,-0.45343829836859284,0.2598078568055095,1.0249216931253993,-0.16395350002699655,-0.5809601885314832,-2.2757364037217522,0.6409907193949733,-0.11316840972889723,-1.0126838513881617,0.12659671027769356,-0.5836803568061814,-0.5284261311155256,0.6062911561087082,-1.3383824113238445,SAS
P010,2.5473152860737587,0.10231383688159634,-0.6627014083552638,1.9229461940665773,1.1273547616424222,0.09760399249544019,-0.9405302155012165,-0.5292723066998932,0.0732753145856964,0.03752323233959842,-0.09087092962596285,-0.03083251408418433,-0.2143751097051141,-1.4419787356400129,-0.5165107421608328,0.9146240539868465,SAS
P011,0.13166570244888254,1.3104444884607216,-0.819753928770844,0.11135042939811132,-0.38863318106681816,1.477393664974669,0.5065831541902538,-1.3118031657772113,0.6712280116136986,-0.774651856262063,-0.5769963713775336,0.3138190201071218,-0.49174741973013475,0.8928558163229553,-0.7745100615133954,-0.6189465525913632,SAS
P012,0.8436291064518912,0.9343612516449611,1.099191555547813,0.6287962936103031,1.709943954012071,2.2676442038992546,-1.0307170319323398,0.07041912732728889,-1.176200316643433,-0.7776059277482671,-0.6300825102556694,-1.0571548741382744,-1.0518872728984137,-0.14428437852025486,-1.216718418386407,0.8421269591376328,SAS
P013,0.5822464625824858,4.309568970096392,-0.45138445096439517,0.07201764191705222,-1.2953411844660352,1.7060917581276394,1.1195006808029162,0.29691587073611253,-1.3468025487795656,0.21066687772462028,-1.121431046017255,1.4623552634733608,0.8091947318531727,0.09543903848773612,-2.4363756632473224,-0.9834159786590306,SAS
P014,2.1877611315998724,2.712883691723156,1.1091698114921316,-1.5920130022414554,0.30155230681290407,1.0155152164829295,-1.6583355655822452,-0.007904515373236347,0.27384239830845625,-0.3007645848467349,-1.8521618554012016,-0.3256981100737287,-0.327305430255024,-0.1480724045477542,-0.5634714254250696,-0.4430121532414673,SAS
P015,1.4602937176530222,1.9424546049697111,-0.3044267628566672,-0.4096489283680019,0.09235403825445808,-1.9209159258951816,0.4770351272264581,-0.0005630971229588082,0.039693526597561826,0.960734307594464,-1.9528155300482481,-1.9738338698589637,0.27380384532351953,-0.007116855128515773,0.17017694319193222,-0.46212707517244556,SAS
P016,2.164353674239931,2.43263884299112,0.48398229395152703,-0.26082845840458313,-2.107689387614403,0.7692362080371281,1.2217286662175928,0.64455841198398,-0.8796424273675065,0.6737943936677578,0.8605297079614455,1.5588162477990857,-0.8761099242279576,-0.22645458454413847,0.7472720511434552,0.05741007143815779,SAS
P017,0.3826723979487252,1.914616285026703,0.5786616338151667,0.08796289633100199,0.21958492717994416,-0.25870590168573016,1.4782789357160593,-0.9006921837126766,-0.5873207627637789,0.010985513527525621,0.8789540277008926,-1.4973731700945367,-1.3102967497654392,-2.037728507734718,0.03269522525327079,-1.1183058172065439,SAS
P018,1.1154498899820833,2.161378189891708,-0.6415427207828466,0.23128202274336457,-0.29933790775172203,0.6721143150964368,0.4751280673480088,-0.69193369617461,-0.16865175340045263,1.0437433977204944,0.393376870254097,-1.3969620577511315,0.6556180611713827,-1.0846106224362382,1.412513069961006,1.024098839841025,SAS
P019,1.7898854759184009,1.6572328434361934,-0.20903225602742,0.6785239514000281,-0.37077816946206166,0.23556987063989387,0.8719343665194511,-0.5618065435255897,-0.6161927399906946,-1.194365480724459,-1.0644727461261723,-1.8283953114415024,0.7298287890155296,1.8089145420827708,1.4253289434703056,-1.6260844886265164,SAS
P020,2.2248546715562,2.9221063499235562,-0.456809980738664,0.10144743065004946,-2.0078930508046704,0.2667361679766415,-1.0635597294347174,0.19963501791151453,-1.5612029221888803,0.5428582244775959,1.0245126754266898,-0.7831798617151676,-1.1369225814104345,-2.156023042549981,-0.26641353407517704,-0.5815939342816051,SAS
P021,-0.05101941234805474,1.9530187563121717,-0.44997038186464916,-1.0757359586452324,-0.5545724056404471,1.0713045389296156,0.6029369437552222,-0.13002606149848983,0.6191050184648526,-1.160911956386739,0.03237010072703053,0.14732233048647056,-0.4698365084987269,0.43545833595741784,-0.7804334546444512,0.5098207077761179,SAS
P022,2.051858771531292,-1.4171598806970662,1.1903057035101177,-3.047632565352754,-0.6160490255561253,1.025348034257755,-0.31728672525244067,-1.466185982469542,-1.0937370617166706,1.0269057463206197,-1.9215045305486382,1.1289911009620173,-0.05510209904228934,-1.1923953304424335,-0.5831150723026911,-1.0172243411016413,SAS
P023,2.3662252008585285,2.2324278097628385,-1.7191611338760466,-0.4035921185193341,-0.8631856623442771,1.2935099684593703,-1.350099118126421,1.604229104685014,-0.033294739516937566,-1.1619344063800876,-0.6772741840092779,-0.8016188407684506,-1.274618402015506,0.09482685973037566,-1.2279155506918433,-2.1803662087381888,SAS
P024,1.120323529151827,-0.30285619641788264,-0.7521608680675204,-0.9091028886033559,-0.8712160720258142,2.0009631015901537,0.05641156716957076,0.24537100899533215,-1.7763982963422946,-0.6539631336369219,0.21530262994151197,-1.0245289129130064,0.9080628435179854,-1.2026965859010301,-0.2863661358651756,-0.5860516399755586,SAS
P025,1.664320659381916,0.859509928144574,-0.27089362707093734,-0.23613009177798555,-0.734387757391301,0.48509386849711267,0.23838837483742528,-0.0886139452531673,-0.4304583334619581,0.796544030519997,-0.23583424381418136,-0.3066972878259372,0.10469002988812601,1.6965866829708507,-1.340356208021204,0.7698568930553547,SAS
P026,-0.393171161238105,1.717273158228624,1.5750828276087308,0.48866852446730713,0.1706250785397928,-0.5604494688030756,0.03104720048855424,-0.2520628154033563,-0.7859766079313554,-0.28987561547486984,0.19838116062643954,-0.7672170685306403,-0.8062818206846841,-1.3602434375921744,0.3907250260888961,0.5453232619670604,SAS
P027,1.7316604442365175,2.465170492728666,0.08786763708072752,0.3920109373657567,0.30383742563756283,-0.09154001941820787,-0.5308218281296473,2.214152615791911,-0.4519509798535085,-0.6658777111204364,0.43400982345010697,0.25185441529500513,-1.4047915476103274,1.1226782545637386,-0.09419457535083331,-1.1109310952157205,SAS
P028,2.688784114353874,2.1256755715961537,-1.2645419919479142,1.7771828402577243,0.6587973683661927,-0.010196115625046132,1.5902188056217794,0.15929778382964058,-0.02808307510403198,-0.660300116021989,0.5818504393070786,0.4766029673239799,0.014680139889711287,-0.789986353867603,0.12992985416607386,-0.06979878576213788,SAS
P029,0.16652568126579892,0.02818764867581436,0.5651533788097695,-2.601888315051689,0.20541052696125997,-0.4780830577538245,1.3082466068799101,-0.49346820915387574,0.659484214251896,-0.3969138412377916,0.11374815348614345,0.7368365309200512,-0.46255571632458015,0.996554884498404,-0.9936978771064832,0.2945928425583791,SAS
P030,2.422639722787853,2.1600374917903347,1.9164448767354103,-0.7634393173106605,-1.379149251348588,-0.9943351084951194,0.660442566548437,0.4979229342693786,0.10225665964741577,-1.12295704910713,0.7668672933290608,-1.2247047776505404,1.1589495823768998,2.857438423139865,0.3664511465715505,0.5831081356577431,SAS
P031,1.0071402311044406,-0.3102133210868163,-0.6027193630302223,-1.0928952410987494,-1.4470045764150157,1.7223599419956492,0.272862518025773,0.37968758061398367,-0.30902236519624954,-0.17287108244343635,0.9645506822393334,-0.03233711869521544,0.5306939380247327,-0.19600429784501586,-0.3421528907320472,-1.406914165601862,SAS
P032,-0.4777490623671281,1.2384380989335981,0.05649669199323269,-1.286130036708791,-0.03447486503463288,0.053752562990502024,-2.156008006059379,-0.9151246594795012,0.4072638937354685,0.3870587293957439,-1.1536749163997606,0.15844805049973495,1.0224072253604721,0.7770729589908982,-0.09528578701393456,-0.4679763133242924,SAS
P033,0.8706555156654956,1.967819782909657,0.19510397314288802,0.6294040061022004,0.13187381312115198,0.8187639503474419,0.09459253295770016,0.7846887161316864,0.8708227703666389,-0.8045266302248135,-1.808144046870746,1.5434928560145533,0.2566587307122617,-1.7144858954961215,-0.7138194972187111,0.7718742923698284,SAS
P034,1.220323168867107,0.9879385806808729,1.4008818603129667,-1.0472871463838105,-0.7981533577548339,0.21138647504826755,0.39045493205388226,0.4963430343407315,0.9112380445689469,0.19857862068151685,0.48938393893840915,-0.2592092593150832,0.06269830323671424,0.10753418005363442,0.21509813581903608,0.7725398075827608,SAS
P035,2.055145681944831,1.5442170029001832,-0.8091259849410398,0.06767125806270954,-0.028017784895743934,0.19318157981319836,2.206525307140402,-0.5237727785412354,0.42228901912535954,1.0684620672442982,0.09800191409938289,2.337845119172165,-0.3780392917314767,0.32408922232004705,-0.798805744892982,-0.35152473514329313,SAS
P036,1.748933910396658,2.3463040623077296,0.3190948340235742,1.259114849334736,-0.09496531059267174,-0.33216852983900536,2.7039851072793866,0.39423764944203077,-0.7194815459785476,-0.6942637622480688,-0.9426799145313405,0.9365693558567879,-0.36437729289324183,0.12736247565648562,-0.06350867443826871,0.7314924079409346,SAS
P037,0.6532559071159799,0.4244277138569845,0.22429730718159427,0.600959284699897,0.33253231309764075,-0.8094537290973276,0.6774848420913938,-0.7438609270956342,-0.5215386447863833,-0.9439535247220022,1.3011583486520308,0.6334215410273492,0.6049933756788733,1.2472114211424503,2.8126492482387233,-1.7092261039101555,SAS
P038,0.7616234191228919,0.8838249158254762,-0.8508196223826928,-1.0775832476037126,-0.2996530640553656,-1.216603715289405,0.3350423675374132,0.051698321428614635,0.4810286647636553,0.5077284516382525,0.6030068534266765,-0.3734089368238823,2.1211434026336673,0.23443111648209775,-1.862484752624795,-1.0023757457662175,SAS
P039,-0.24050298902781564,1.5173346291513072,-0.12180522405333363,-0.4684256978994578,2.010926112400514,0.5489828740769108,0.7260983614463344,-0.9310734879421032,-0.9991448913310123,0.03680549909695475,0.17300713965222583,-1.856311567114457,-0.18030702284953407,0.014072082873504806,-0.21514916577112894,-0.8133904123466764,SAS
P040,0.96046481807886,1.3231408064272039,0.09080002361004777,0.604791582550568,1.0808562049508712,-0.2943477235272498,-0.45615619611535785,0.43765567353430623,0.6108449164108543,-0.4342004332588856,0.7903934769661722,0.9795853411559731,1.291686465658673,1.7783209067198225,-0.8664161386594389,0.01389820933251119,SAS
P041,1.51127769661866,1.4019264314674924,-0.6492629196101362,-1.4855620032310715,0.0926794460290038,-0.7683556595479125,0.085993480747625,-0.7940435416988534,-1.0996583458443414,0.2342983603768977,0.15092152680649595,0.579281971320933,2.1858637664176253,0.2772895312108468,0.4850817670641296,-1.0775613288673254,SAS
P042,0.21309255946362549,3.0828294467733337,-0.9234797799333037,-1.043944071468642,-0.03909892121655298,-0.09019241337738836,-0.9025065064432917,-0.3049732187131,1.2293757176501043,-0.8059936088317976,-1.3936724843661716,0.9425936208997923,0.4922969119380367,-0.6205186206486616,-1.582167016126918,-0.7446233564385631,SAS
P043,1.4452955631507287,2.6656720898838193,-1.036581974869657,-0.08451988151147344,0.675144659894898,-2.3812673401219207,1.0337861679388998,-1.1824505722064373,0.3319954934569346,0.24668314961074406,1.084586391463845,0.5509243808935403,-2.377290491729981,-0.7847792471559913,0.13820512935328008,-0.19497988611978695,SAS
P044,1.9776107297567704,2.289366555669705,0.6084517364296791,-0.21427494255446522,-1.8463370111204804,-0.4554812488548173,0.4163681481389552,-1.0904472525504776,0.6312747301215763,0.9083932972673044,0.12686697629584257,-3.063779866312396,-1.2780883627118034,1.8861891585560817,-0.546537793028378,-1.984143223128996,SAS
P045,2.735247388310272,1.513355591543673,1.1049404889577255,0.2769586752193653,0.4585591362121688,0.3630092477145166,0.697488311921,2.2774304485560983,0.9710063359591881,-1.580339317845535,0.4466615152789034,1.1414807681032177,1.202700806536146,-0.42660498305909955,1.1649444451881277,0.9277423995512052,SAS
P046,4.07251743696973,0.7499982637514885,-0.5074005764004252,-0.3061190484599539,-0.4902221500387753,-0.890020749763603,-2.762675505673743,-0.4346994737231341,0.36935805969990443,-0.4932218455059107,1.9353811835291097,0.013375812715862578,1.2910290551841355,0.26142041272996835,0.826407309893258,0.27924155393356226,SAS
P047,2.868784631903563,1.5559393501324008,0.4961207080887857,0.3663329336500437,-0.2882854581273188,0.4049823189246768,2.234386246197682,-0.270396942095442,0.4194648928532483,1.2577789508694428,1.1402532809442802,0.011716417719365251,-2.3833887029573617,0.5167028186484662,-2.2194742586230527,1.469937230941231,SAS
P048,1.6694738711932606,2.499674019871989,-0.9021111381810512,-1.5525074733000543,0.2607543841411672,-0.03360343995614198,-0.4915408261571657,0.08466128073276377,2.76743589203226,0.8345255473690577,1.049498605863319,0.8439368915533556,1.4794621438521929,-0.1900716729007449,-2.0547613076752937,-0.1885861330060098,SAS
P049,2.3117357099965017,0.5301996048849263,-0.17636595048933035,-0.6917697430023131,1.5020292518431304,0.7494570154065637,0.651540620643959,0.6216013131209713,-0.037249252552126945,0.1975562825275035,-1.1851845805323176,-2.1864419787505676,0.15008113034502407,0.3239902562721444,1.2092645684253776,1.5713358160823676,SAS
P050,1.5699984849989468,-0.9980235932938778,1.1477349650502306,1.9803342958813794,2.5319046777421774,1.480099203713916,1.1193971619983802,-0.3877879555492906,-0.8831996311551246,0.7889078833832395,-1.10066126423436,-0.23843635098030264,-0.11477794900192263,1.592912089122808,-0.35469730295967755,-2.4392496385726155,EUR
P051,0.5044446476624683,-0.6990218531039264,1.5426310244377468,1.4132952991578764,-0.2737039958177683,0.7903405817847039,-1.5328648783527072,-0.5170142249543602,0.6840379131173813,-0.6140847753443682,-1.6088067092699718,0.6685553432567358,1.123094630441539,-0.04499520764300634,-1.9608455984695325,0.7059697466988162,EUR
P052,-1.659887881419688,0.3087992768481657,0.6125361752578402,0.34016071423303473,-0.4419100170796902,-0.18329755642725984,-0.6442082503864482,0.5887032782151507,-0.44606937845883377,0.980190871671822,0.28117316564347944,-0.697557206596308,-0.8659398838322859,-1.6474962990474387,0.2907331778668224,-0.3545875472513581,EUR
